H_mean,S_mean,V_mean,frac_dark,hist_h_0,hist_h_1,hist_h_2,hist_h_3,hist_h_4,hist_h_5,hist_h_6,hist_h_7,area,circularity,solidity,eccentricity,perimeter,extent,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,lbp_var
18.493430425835047,89.89135891811212,154.6376896809064,0.0,0.9731563329696656,0.0262556821107864,0.0,0.0,0.0,0.0,0.0,0.0005879825330339,44219.0,0.2554182762408096,0.9253353422478916,0.8022554205186571,1474.9707422172264,0.7157957782957783,3.130913773478164,6.908991442919372,9.990368789663275,9.999850924955988,-10.0,9.999999951894852,10.0,0.0992907801418439,0.950354609929078,0.3358052719592391,0.9155434586807976,4.965481706142109
21.84431657800456,48.34187384648789,167.02228313972424,0.0,0.7818640470504761,0.2111877053976059,2.714146103244275e-05,0.0,2.714146103244275e-05,0.0004071219300385,0.0012485071783885,0.005238302052021,36844.0,0.3603674291793043,0.9420367671499068,0.8915762452913231,1133.4844148224615,0.6183954347096341,3.068559663898082,6.498388886957204,9.978160075382334,9.998015729834483,9.999999999999998,9.999999691164966,9.999999999999998,0.0598703724047017,0.9700648137976492,0.424949822366265,0.8996851572598614,5.1466620051283005
16.254234644539416,115.3693733038026,157.27747449854945,0.0,0.9962254762649536,0.003743332112208,0.0,0.0,0.0,0.0,0.0,3.1194434995995834e-05,32057.0,0.7193738055360013,0.9833133952946228,0.8219754192587287,748.3229432149742,0.6636235664306711,3.130427735697109,6.84512589092679,9.918691361644337,9.995455299042824,-9.99999999999998,-9.999998341954283,9.999999999999991,0.1332370577339654,0.9333814711330172,0.343568562364907,0.8202562581534947,5.863735890812895
18.64168213128676,77.3809643632246,192.28883716541375,0.0,0.9913188219070436,0.0054099960252642,0.0,0.0,0.0,0.0001887207909021,0.0001572673209011,0.0029251722153276,31793.0,0.5368965911342067,0.9713718301252672,0.8274735051520153,862.6316010800756,0.6319419598489366,3.124602270471683,6.815945356865787,9.956249897714452,9.99707794001244,-9.999999999999998,-9.999999441274486,9.999999999999991,0.086478087144035,0.957056933257225,0.5287096565656573,0.8319404913455215,5.81502603205292
19.63507133864876,69.9171999580361,167.8676300881242,0.0,0.9761592745780944,0.023552244529128,0.0,0.0,0.0,0.0,0.0,0.0002885018766392,38128.0,0.8503710491730258,0.9898748637000884,0.5437610294969597,750.6244584051392,0.7930776270904402,3.1961336401465963,7.910193302814322,9.984635215591092,9.999890322700224,-10.0,-9.999999988199695,-10.0,0.100757595755352,0.949621202122324,0.5597751906040631,0.7155569993435011,5.9106250359898205
18.7412155167164,94.87488581694171,181.46029474453445,0.0,0.9788076281547546,0.0197612810879945,0.0,0.0,0.0,0.0,0.0,0.0014310943661257,32842.0,0.6319812697262606,0.9590305154037084,0.89096496872206,808.1046891454945,0.5525607376001077,3.069365561691501,6.501975998483258,9.89522268638447,9.990021834124288,-9.99999999999997,-9.9999969918751,-9.999999999999924,0.1461640008596076,0.9274092039419152,0.3701731981272553,0.7528629637408032,6.367323696638924
20.99199524806245,67.36869943995022,183.90340555524128,0.0,0.7915370464324951,0.2080952674150467,0.0,0.0,0.0,0.0,0.0,0.0003677094646263,35354.0,0.5914531834727637,0.9630880710452476,0.7757464810801175,866.6904755831213,0.6991654471383933,3.1461249631487336,7.024060916766913,9.888334190066194,9.994190879320998,-9.99999999999997,-9.999998409978293,9.99999999999998,0.0574814139630273,0.9712592930184863,0.617982589487406,0.8422861184317544,6.055440689877025
19.275108060005085,76.71435835966729,180.65602411826669,0.0,0.9656023979187012,0.0335621647536754,0.0,0.0,0.0,0.0,0.0,0.0008354219025932,27531.0,0.6980900664821963,0.977628635346756,0.8051233833945853,703.9797974644666,0.6952272727272727,3.138287967945287,6.9145790785414585,9.903265247293092,9.993045590447768,9.999999999999988,9.999999793334467,9.999999999999956,0.0760790051207022,0.9619604974396488,0.4572845535024822,0.8440805944783772,5.824247353600534
19.820782458607685,49.747395000958896,175.75084702422808,0.0,0.9097679257392884,0.0866841375827789,0.0,0.0,0.0,0.0,0.0,0.0035479126963764,31286.0,0.6363427986483483,0.9571682065716208,0.8783839004580892,786.0214280248092,0.6310205728116176,3.0884871256347406,6.5807805636146615,9.940353260272676,9.98682386237077,9.99999999999991,9.999993337094638,-9.999999999999996,0.0666559174459851,0.9666720412770076,0.4836608261412174,0.8702178470472882,5.850437123385213
20.3443911835857,59.91483738016307,168.68721440731116,0.0,0.8778783082962036,0.1203521192073822,0.0,0.0,0.0,6.719827797496691e-05,0.0002015948412008,0.0015007616020739,44644.0,0.741262183899269,0.9868258178603008,0.6280878257517626,869.9625535217634,0.7842737685334833,3.1895296241650404,7.596483166531397,9.99577054423985,9.999937950990049,-10.0,-9.999999990245117,-10.0,0.0650959545905036,0.9674520227047482,0.4162457551296008,0.8951826529467123,5.61509953021934
