,0
S_mean,1.196763983434531
lbp_var,1.1879966787632628
H_mean,1.034486435936874
area,0.70832735124502
hu_3,0.6706235049512177
perimeter,0.5917470652078721
glcm_correlation,0.5716543184042144
V_mean,0.5623182019549292
glcm_energy,0.5572734519400158
hist_h_7,0.49672854656331544
